"Chromosome"	"Start"	"End"	"TGL49_0029_Ly_R_PE_357_TS"	"TGL49_0032_Ly_R_PE_339_TS"	"TGL49_0051_Ly_R_PE_344_TS"	"TGL49_0053_Ly_R_PE_365_TS"	"TGL49_0058_Ly_R_PE_365_TS"	"TGL49_0061_Ly_R_PE_373_TS"	"TGL49_0210_Ly_R_PE_384_TS"	"TGL49_0211_Ly_R_PE_387_TS"	"TGL49_0212_Ly_R_PE_376_TS"	"TGL49_0213_Ly_R_PE_311_TS"	"TGL49_0215_Ly_R_PE_320_TS"	"TGL49_0217_Ly_R_PE_357_TS"	"TGL49_0218_Ly_R_PE_345_TS"	"TGL49_0219_Ly_R_PE_371_TS"	"TGL49_0220_Ly_R_PE_364_TS"	"TGL49_0221_Ly_R_PE_375_TS"	"TGL49_0223_Ly_R_PE_357_TS"
"chr1"	6197669	6197788	-0.0110626198331749	0.36675449098145	-0.849691646763154	0.129755513845179	0.0655826268356835	0.0169779453341243	0.148768997377333	-0.0429730890655418	0.0171393391156335	0.298179539765351	0.0684377393952609	0.27837396168001	-0.0462322913641101	-0.503869886546882	-0.0119978263607236	-0.969947387340222	-0.634338791633054
"chr1"	13782199	13782318	-0.123673639910949	0.00991192844466119	-0.573483272273533	0.321344057953482	-0.0303821505448223	-0.108062793886475	-0.28918875537421	-0.305505233690964	-0.21006312056992	-0.00417719195139165	0.0550165256974337	0.232166574616171	-0.0843180062252006	-0.74732940753788	-0.221388813371586	-0.99175613254892	0.329364727570878
"chr1"	26731390	26731509	-0.604354557487983	-0.291218578813241	-0.282704361715225	0.986361619898696	-0.185656148012613	-0.293299321284672	-0.99629101679919	-1.29165358334229	-0.314779282584219	-0.146598527706679	0.180487651800879	0.123461399369947	0.0421675342639808	-2.14657531170372	-0.530521895307146	-0.809793157778532	0.593751790841208
"chr1"	26780257	26780376	0.188238782420016	0.131548568066186	-1.06020405988997	0.172659227842542	0.0972915070022573	0.0491576539100472	-0.0484049868640604	-0.379480594222337	-0.00947442004548525	-0.93736617732444	-0.326409933501262	0.0907372197246017	-0.74661268906256	-0.702841590860962	0.196036702574892	-0.182022842480512	1.07910761675893
"chr1"	27294561	27294680	0.0376072658402862	0.0437598370669195	-1.18543625454959	-0.0626482372413947	-0.0458536089549999	-0.102004418806672	-0.127670297719334	-0.447434886780275	-0.0958896265598961	-0.952267383179843	-0.327099602189802	-0.142646493353851	-0.445218944440024	-0.873968619159274	0.0303652387957175	-0.450136267710467	0.174636359601554
"chr1"	28459165	28459284	-0.323018620316722	0.00716177303711826	-0.373268675259116	-0.104699339691698	-0.234590331898715	-0.324663732321935	-0.0734881677055528	-0.0136298121278679	-0.283170026104153	0.522304541401134	0.183915812829321	-0.161185047457323	-0.232340679248891	-0.545529765490732	-0.355696128221138	-1.11284826547704	-0.727470022561358
"chr1"	45330236	45330355	-0.824930827991696	-0.0498460936539846	0.658320829040755	0.776201364750448	-0.394746425030227	-0.383048703210473	-0.858273170106588	-0.833553208925931	-0.494414953241916	0.644108377165028	1.1402922076635	0.317168624781497	1.06012603566994	-1.28376028117534	-0.825561361012917	-0.644261565502047	0.490348204626236
"chr1"	45339109	45339227	-0.300180107627802	0.352074097977128	1.18657405745041	1.35475435973568	0.248054337317451	-0.0494510747589306	-0.190915969779833	0.00182426014304191	-0.0451931846167424	1.32817006614306	1.74371700405849	0.837239046316427	1.47908243688619	-0.644338499086253	-0.18637341531969	-0.179697548071265	1.09939157859469
"chr1"	61787852	61787971	0.0340585566682055	-0.32509130554862	-0.47204969368394	-0.242020869019709	-0.129506484197057	-0.067099963019808	-0.23278463512544	-0.320963434642596	-0.110191756280249	-0.727130888920342	-0.688287793490157	-0.408604992716115	-0.652927161611232	-0.156132213984806	0.0392369623957787	0.208043231840608	0.801010801825129
"chr1"	64860094	64860213	0.081154750431769	-0.0621151516211046	-0.198734041949207	0.0830939031344004	-0.0848484485534502	0.131801595175852	-0.0793701606876968	-0.231512563767333	-0.182541300373867	-1.05806530813234	-0.516080163189694	0.0416252193153511	-0.502839860795391	-0.0904035701009483	0.0934153356923799	0.457352709787952	1.5870710725379
"chr1"	74109474	74109593	0.00376735603952884	-0.146227705113137	0.890914789934584	-0.320703048730766	0.142499582499605	0.0419118997524629	-0.0206565501156556	0.246328502166546	0.212480705960973	0.4905269204884	0.0299403885194888	0.205714238504197	0.00328599262492174	0.165995763218452	0.0268720615001087	0.103113779551101	-2.46557539199727
"chr1"	91501745	91501864	0.115620945758352	0.118259415349967	0.471179053948611	0.613848545430722	0.236622777727734	0.22557779309863	-0.260805921800218	-0.193111216344227	-0.0197267391231188	0.501807196793517	0.428512105091294	0.568226004541421	0.367973543760965	-0.20003939920282	0.0560565696194552	0.234531471046821	0.463247031389996
"chr1"	108852496	108852615	-0.0671915514017027	-0.040784123772465	-0.46682892579823	-0.655950863368624	-0.0536097410888768	-0.215181924457167	-0.0629853148229497	-0.0791631215043664	-0.136048855070377	-0.90749261625156	-0.738881143202828	-0.324987402945538	-0.630857173714306	0.0144855061915562	-0.0551951804524736	-0.027098033577707	-1.22810675462969
"chr1"	109625262	109625381	-0.0464960421313902	-0.0385187332237754	0.114217068231567	0.594772695571525	0.0524742648740441	0.0621627536614906	-0.493383635043276	-0.717327767500695	-0.339347981848266	-1.27472673606742	-0.310563546998157	0.157216731307549	-0.411048379241358	-0.539614152845374	-0.0857375800232486	0.197394103137752	1.46210811949709
"chr1"	147622219	147622338	0.1748106478681	0.00018277046536023	-0.432059804246431	0.0195317484365365	0.0895183511514041	0.115055828337002	-0.000182793622905235	-0.0381416236665197	-0.109510182728787	-0.553954147033738	-0.473124343084058	0.0327755897033602	-0.424896066516466	0.0827871161664386	0.141018642841675	0.229438504807901	1.16657024520914
"chr1"	155179647	155179766	0.0293373233986289	0.167475877532036	-0.702426096545919	0.584008955044743	0.036634843181101	0.0847582362253989	-0.357503368388667	-0.915792277161701	-0.18349747545478	-0.831761466009884	-0.197821827894438	0.27465154365522	-0.209258541193638	-1.01265303106997	0.0503108959043402	0.0306300602355666	1.28194360603934
"chr1"	155338154	155338273	-0.0697277630317706	0.000874163662749665	-0.590875171910277	0.181370010552903	-0.063620571495182	-0.0483193382282071	-0.194591460919749	-0.334588318832182	-0.158035587870682	-0.674640042144232	-0.0439444767325293	0.164142295548341	-0.204940391718284	-0.548531636933494	-0.120100510030288	-0.16729290608291	0.677055631258429
"chr1"	160619756	160619875	0.228285700904452	0.0485180444120796	-0.0562869750799509	0.0734296363499303	0.172575551001572	0.235407027872916	0.142361515704962	0.216166169375905	0.241453513629241	-0.182055644406204	-0.0847137111349629	0.273695488425779	-0.0471064147304408	0.248005297384544	0.254140993637236	0.38335446664136	0.0952551238790707
"chr1"	185100157	185100276	0.0912666945911404	0.141550746985394	0.222502585753079	0.0207910466908298	0.287519246967028	0.245969127356948	-0.0566737043523043	0.0858607212523119	0.213498075423701	-0.111789306283593	-0.258842299816207	0.538577062815405	-0.0223641107969972	0.10155018013857	0.164404489457713	0.485621905703437	-0.259397521751194
"chr1"	193016327	193016446	0.447993981282279	0.302842965695386	0.486037130260025	0.0689082998383775	0.45671182745906	0.420638313274186	0.343244091394945	0.591905785698922	0.552307127684075	-0.0353653318106231	-0.312829740918695	0.55017434663483	0.0985610269976754	0.710862620234439	0.38367600648268	0.782799591562518	-1.90569379310759
"chr1"	219972182	219972301	-0.170496996595056	-0.106960454681485	-0.029093540671172	-1.18975526731059	-0.0765269188016991	-0.149060837745727	-0.0494916865203227	0.0286972494124945	0.166039874975124	-0.465175743162424	-0.677025506100213	-0.655360847099975	-0.746536211211437	0.119265053756787	0.0292046789229178	-1.44824776647836	-2.25826938797258
"chr1"	228244297	228244416	0.00473002896799416	0.0948990909977248	-0.476464866263956	0.198665988176902	0.0273318868845374	0.0288748148115577	-0.122320897213043	-0.45426626642198	-0.204666816557884	-0.887507127214541	-0.70048650811713	0.103905658711337	-0.645083407795512	-0.486791142984877	0.0669610701097649	-0.0986743365515567	1.31125014108042
"chr1"	237806139	237806258	0.163515846784678	0.216049304208767	0.330441917214141	-0.158159495167768	0.197816576586864	0.189945591814735	0.179489462424576	0.205316983687535	0.293749460082753	0.180732492405796	0.0329858852521954	0.112209069365216	0.193445293863439	0.171945188916762	0.196964549688393	0.368159572867409	-0.0709918812593309
"chr1"	238275948	238276067	-0.110395990495433	-0.212548003788596	-0.453411284774029	-0.864831484908624	-0.111875219084592	-0.143068995300468	-0.185465509867263	-0.170039014338251	-0.113463912287068	-1.03470023039679	-0.837695852372061	-0.3707361023109	-0.662575908270246	-0.0981985602797177	-0.203608899417638	-0.121230578470595	-0.48673360469258
"chr1"	239718566	239718685	-0.199573317541608	-0.0243218723276925	0.520150488650981	0.08467601045147	0.0112947712391689	-0.029973648907908	-0.265299032533908	0.0107772462761854	-0.0783794399111776	0.185046489701722	0.227930084454708	0.372571996354288	0.156015986665965	-0.143563144022381	-0.200516548618519	-0.114019529738379	-1.862441072076
"chr1"	242643435	242643554	0.151549088174625	-0.0965986534013515	-0.288621698691172	-0.518909731720189	0.141820150766332	0.0832521736214322	0.250110291338487	0.27796753731533	0.170349549436576	-0.688009999293973	-0.564947304590824	-0.188500441853852	-0.392929378757872	0.354176629220289	0.169012500449809	0.341454217952941	-0.700307891840646
"chr1"	247896375	247896494	0.135417552914466	-0.0646355928035303	-0.179366489400629	0.319174483380665	0.0572144751488854	0.177402194692001	0.062502797237683	-0.0467841212318234	-0.199601372706601	-0.794110481593294	-0.549908315877303	0.0113495301831951	-0.446719458090961	-0.0919222653674574	0.00027201319894929	0.462845442157702	1.26434448484247
"chr2"	114914	115033	-0.0754862781523856	-0.0854290456409031	-1.05010622780853	-0.858915936484051	-0.161095095033801	-0.280173703987524	-0.0968189044046216	-0.0751031391269148	-0.164374273632742	-1.01399262097092	-0.975167710012445	-0.629998728463576	-0.906211924841209	-0.161334436533125	-0.040052941509328	-0.491648041148354	-0.82134544425905
"chr2"	17757197	17757316	-0.733982487888604	-0.322883179442686	1.5884256286346	0.602014483498842	-0.245602346206557	-0.199059466657068	-0.31127762773884	-0.13156970412438	-0.244152204348569	1.45383853015687	1.28319942527719	0.417410874882788	1.15485274842928	-0.619136149192739	-0.679382033045865	-0.410604842754677	-0.807921169990778
"chr2"	17758850	17758969	-0.0170522577489386	0.423163912846093	1.28555102191157	1.05712410461976	0.396692579199078	0.371527666141286	-0.0536847676491665	0.073282992573312	0.50676549129017	1.35583920243576	1.39888343161393	0.924981697203574	1.32511948861852	-0.376029818682921	-0.00130275400902869	0.524280119099361	0.835412483435554
"chr2"	39337656	39337774	-0.281331172818377	-0.271947722672173	0.704229646845517	0.428760488129756	-0.161795287510125	-0.0934424755581886	-0.464534118724753	-0.351768107003234	0.0417329003439627	0.985925185098767	0.756851716133657	0.103430908780991	0.650268151433621	-0.504962975627039	-0.330398629705731	-0.231482496943708	0.50988705717541
"chr2"	47369068	47369187	0.0450697365021451	0.122350642527935	0.718912251942541	1.21667302506717	0.208899674790145	0.33195926510392	-0.683006733326254	-1.05269958629196	-0.0840410096051571	-0.61801612898604	0.0694491667042649	0.51367698156848	0.359929342814159	-1.03767816884571	-0.0512863243461585	0.239355833313403	1.46065277253982
"chr2"	47369188	47369306	0.032055712464762	-0.115508247643582	-0.112773328146147	0.581982497840208	0.0705078541579098	0.142010484352837	-0.871621201470449	-1.28628739788431	-0.216786113900655	-1.48705662046237	-0.594912110816643	0.154335831815281	-0.418410785375687	-1.13782947252257	-0.0699674627007444	0.143653963856474	1.1627645684904
"chr2"	47369465	47369584	-0.0353691173246984	0.0173378769991263	0.326329382221536	1.11485554795944	0.255456527478881	0.274578457611457	-1.02607459467318	-1.35410066619716	-0.396058903837811	-0.835770149725393	0.106278042335112	0.529533113997912	0.317374085051632	-1.36968204582419	-0.176282167379214	0.0467140068298257	1.28090437048872
"chr2"	47373215	47373334	-0.767605286967582	-0.135360781739557	0.562862866216484	0.615458576485241	-0.541859700045031	-0.528814055728041	-0.72914348558429	-0.694277558356094	-0.375612346605067	1.28782392708846	1.46983626233756	0.191412065704955	0.888262721925373	-1.03633111702504	-0.893614102708324	-0.727775179145289	-0.017434613872734
"chr2"	47373457	47373576	-0.0521556869396327	0.181391622498942	-0.171851977050616	-0.242874874929035	-0.063387650656421	-0.0644858150580923	-0.0644995242130737	-0.0245038838374395	-0.0588423253423269	-0.0847200192906277	-0.153279193513456	0.106726368643034	-0.00831779186110298	0.0704261592655008	-0.0136923978584583	0.0133650520349174	-1.6916810334103
"chr2"	47373748	47373867	-0.0394135520962155	0.0998605518502175	-0.205497185120078	-0.128429190865272	-0.104115623235661	-0.0219802162285666	-0.010612369735337	-0.0989450072001536	-0.217992925186006	-0.116522435787412	-0.513405357961974	0.143962275135594	-0.242852113944507	0.00511411124671124	-0.0555551464476444	0.100477264552624	0.0236884970201974
"chr2"	47373868	47373987	0.153869867879187	0.0295136011242673	-0.670960905499706	-0.0085061687187674	-0.0603528185410736	0.0711692599230387	0.0265675176452649	-0.185778687667654	-0.10476663389833	-0.745907971913583	-0.722452920591289	0.011939392963158	-0.542699131884922	0.0330751976280243	0.0945905541477398	0.269135509770723	0.458603797446452
"chr2"	47373988	47374107	0.0969402778236895	0.0011522545290039	-0.712396600452702	-0.381168998279601	-0.102980631380748	0.00372016267356586	0.141093714318245	-0.0257865237143575	-0.086570333763289	-0.996623490161337	-0.959492114203841	-0.379807211499116	-0.707995412955072	0.122116339591365	0.0694399241750771	0.0523955026052669	0.023317017648493
"chr2"	47375207	47375326	-0.0965479706377023	0.383721360601059	-0.27238815764787	-0.415575454121374	-0.0806670715966069	-0.0667035941748794	-0.115980533502732	-0.0343451030459056	-0.133553771377897	-0.222957822272517	-0.592204851411284	-0.0315383625176033	-0.360541991745377	-0.029707618713344	-0.188663213271963	-0.528196226861779	-2.07026324937432
"chr2"	47376986	47377105	-0.256353733852126	0.125618923350085	-0.156189894255113	-0.339125460333724	-0.0403914145553212	-0.14779998256499	-0.0996703240655909	-0.129454444982658	-0.211585370167575	-0.0839017966031778	-0.137564015814282	0.181972024863111	-0.160771665635487	0.0122939857792365	-0.204755380441625	-0.201769144417987	-1.26916063268393
"chr2"	47378944	47379063	0.255838731202413	0.558821688531498	0.000294733330767347	-0.897407700920611	0.184631618567277	0.221487610334664	0.457482568922948	0.596908630678637	0.263030884386101	0.126840349954935	-0.356756638388421	-0.202136310071086	0.0723773341126636	0.762686202977047	0.261387069468677	-1.01432275217181	-2.61101099076698
"chr2"	47379692	47379811	-0.0998400911415995	-0.174065459087202	-0.999792313160191	-1.27171652031022	-0.304960830012219	-0.256178591076721	0.0540532732113349	0.0210152148160599	-0.234522624605634	-1.06952736651186	-0.903757111960466	-0.57151506273051	-0.871304610786913	0.109740554059741	-0.253939649238754	-0.670999876406785	-2.26354889871927
"chr2"	47379812	47379930	0.174547597358568	0.261994427812114	-0.356567264521916	-0.490179702788771	0.051976102833747	0.0634156762067556	0.275301128100563	0.196667012693746	0.0457131349140696	-0.713848002628671	-0.526418080358318	-0.0936551737179651	-0.395594845825682	0.303948843879503	0.169136191230525	0.0213337242678417	-0.667838639679833
"chr2"	47381397	47381516	-0.877504163537632	-0.115752042864487	0.0831706446823298	0.0461326830672701	-0.473283339957446	-0.497585938887484	-0.75816031892071	-0.75494954404145	-0.357632600055428	1.17494473375913	0.149574201094902	-0.0206239040409654	0.68809763524182	-1.03822746488845	-0.917298225110724	-0.846324668525798	-0.311892663553717
"chr2"	47385128	47385247	0.0330627731060946	0.253649964928765	-0.262565410241225	-1.11585309454846	-0.00457132795856486	0.0533230044817549	0.294658542931736	0.424390500788352	0.050047685600443	-0.570264297483747	-0.764574862308321	-0.847080716150894	-0.390173888371791	0.563555935536258	0.0130972269016448	-1.73713677193089	-1.82874434491934
"chr2"	47386553	47386672	0.187264212941993	0.30421075003432	-0.216074477263767	-0.598670927324706	0.167906369180074	0.123817184346066	0.209889792563247	0.301424386617197	0.0761665143897758	-0.271446909945805	-0.389763644490048	-0.0273646747668596	-0.234103263794275	0.385091572943756	0.0881436026247389	-0.830404380522571	-1.61468712781979
"chr2"	47386673	47386792	0.194365638092919	0.229664207744913	-0.364465006808293	-0.59652526710659	0.0917231410433082	0.109331953145585	0.215101175373444	0.211696557715051	0.0708661026593577	-0.282266348133616	-0.554949572650939	-0.124030698515855	-0.282453599004368	0.405957861442459	0.153685683509527	-0.334661862007971	-2.11371297709192
"chr2"	47386793	47386912	0.251149784961047	0.441785849389537	-0.152065699733424	-0.500607142501692	0.274688192569819	0.193310616597565	0.289622884493527	0.272881448261001	0.205971547117477	-0.0737173989997786	-0.110884777151721	0.103271395818373	0.275252072917832	0.432479432080624	0.209286541950333	-0.255406707605317	-2.14849347504486
"chr2"	47386913	47387032	0.0600302019337262	0.315886166954225	0.00198747589029013	-0.426109704926162	0.12395704814971	0.0554837524562868	0.15706883647332	0.202144423875207	0.050933961847659	0.397735235544204	0.257733872351167	0.0814518825156324	0.407390117416397	0.281947315662003	0.00195591359926001	-0.381198145972475	-1.33733210142403
"chr2"	47402907	47403026	1.45091371741095	1.3022948710522	1.06361657435053	2.14422878534522	1.52299091386108	1.58292681905903	0.870952817861774	0.506941906725627	0.995766690429148	0.255655405644449	0.896833973872958	1.77219742296534	1.12531382785879	0.783672524556429	1.30930403590082	1.6193491468202	2.72474678909654
"chr2"	47403055	47403174	0.831940027480088	0.722206488602973	0.785562888353706	1.48436149213614	0.857379750401947	0.948293447819118	0.0551202540645387	-0.493449898866117	0.338231796270786	0.144291670255173	0.505401012844876	1.0308726596666	0.671961797194587	-0.17652879007044	0.727418725464313	0.962083011253124	2.02318344114086
"chr2"	47403175	47403294	0.840384378292707	0.568862318238504	0.631371210626584	1.2936992668523	0.758550646535886	0.849458607519757	-0.0766225127171184	-0.519383459564811	0.326328356650037	-0.0325018127546856	0.307164212115534	0.898998112147195	0.48566569763817	-0.133044266592973	0.693216134450782	0.864527371453345	1.70615135577046
"chr2"	47403295	47403414	0.716871799630151	0.47315206504421	0.517482248801343	1.07434092619598	0.621986513569416	0.723388446080158	-0.194576725106078	-0.702341306762691	0.254281737908723	-0.141793431620302	0.188142945490968	0.744655772804068	0.361164782123415	-0.377853787948019	0.628021027339418	0.801547789267756	1.719063382568
"chr2"	47404609	47404727	-0.904214557196053	-0.424917621168324	0.204708713764212	0.490284462492439	-0.425354904934123	-0.490073077114373	-1.0368795714928	-0.99298788494453	-0.745041704562798	0.432700487200308	0.564295585773773	0.225079727524362	0.567686119148509	-1.33143325068493	-0.863487423314093	-0.570628027956347	0.722042949470505
"chr2"	47408359	47408478	-0.54978852873816	-0.0171240852118265	0.377397881066548	-0.337571419408731	-0.276289464684461	-0.416665609323511	-0.224694642598248	-0.0857156845729455	-0.374661338987721	0.686259784054712	0.395726109364665	-0.0877741761144641	0.344766017207507	-0.197886917653328	-0.488080565068722	-1.12437662359817	-1.86585861279169
"chr2"	47408479	47408598	-0.10865130214908	0.228313594913816	0.15044754378573	-0.961444055669119	-0.0305025551837647	-0.0852706673156802	0.237038761605704	0.316830442033357	-0.0134894335842769	0.106678561754663	-0.327354167479606	-0.400896599555245	-0.156375378628838	0.322271587537342	-0.153331273939509	-1.22898252086323	-1.4720946091319
"chr2"	47410054	47410173	0.146717977151469	0.189752811798207	-0.219817287888641	-0.231296246777269	0.076958984768835	0.0755355057744056	0.253531011524669	0.107192381590571	-0.0712725975692453	-0.476357774423182	-0.576386412055332	-0.0238293202795302	-0.252525951555234	0.264714798624565	0.122676419724218	0.151831018330417	-0.793940492419536
"chr2"	47410174	47410293	0.17090995152404	0.0112887693786716	-0.759227136149733	-0.411299786702036	-0.0620056120045155	0.0367087336169029	0.262044567092186	0.150220020394175	-0.0563472380785825	-0.94872423696421	-0.804189013101362	-0.396900416254478	-0.669418832615226	0.378244996719506	0.173648393044218	0.215127482033003	-0.622629523703476
