"Chromosome"	"Gene"	"Exon"	"Start"	"End"	"TGL49_0018_Cf_U_PE_402_TS"	"TGL49_0025_Cf_U_PE_334_TS"	"TGL49_0025_Cf_U_PE_394_TS"	"TGL49_0028_Cf_n_PE_384_TS"	"TGL49_0028_Cf_U_PE_329_TS"	"TGL49_0315_Cf_n_PE_395_TS"	"TGL49_0029_Cf_n_PE_393_TS"	"TGL49_0029_Cf_n_PE_397_TS"	"TGL49_0029_Cf_U_PE_330_TS"	"TGL49_0029_Cf_U_PE_381_TS"	"TGL49_0030_Cf_U_PE_331_TS"	"TGL49_0031_Cf_n_PE_392_TS"	"TGL49_0031_Cf_n_PE_401_TS"	"TGL49_0031_Cf_U_PE_396_TS"	"TGL49_0316_Cf_n_PE_378_TS"	"TGL49_0032_Cf_U_PE_381_TS"	"TGL49_0033_Cf_U_PE_383_TS"	"TGL49_0034_Cf_n_PE_377_TS"	"TGL49_0034_Cf_n_PE_382_TS"	"TGL49_0034_Cf_U_PE_344_TS"	"TGL49_0319_Cf_n_PE_361_TS"	"TGL49_0035_Cf_U_PE_370_TS"	"TGL49_0036_Cf_U_PE_337_TS"	"TGL49_0037_Cf_U_PE_323_TS"	"TGL49_0038_Cf_U_PE_329_TS"	"TGL49_0039_Cf_n_PE_394_TS"	"TGL49_0039_Cf_n_PE_402_TS"	"TGL49_0039_Cf_n_PE_414_TS"	"TGL49_0040_Cf_U_PE_327_TS"	"TGL49_0041_Cf_U_PE_327_TS"	"TGL49_0042_Cf_U_PE_327_TS"	"TGL49_0043_Cf_U_PE_328_TS"	"TGL49_0044_Cf_n_PE_382_TS"	"TGL49_0044_Cf_U_PE_326_TS"	"TGL49_0322_Cf_n_PE_360_TS"	"TGL49_0322_Cf_n_PE_383_TS"	"TGL49_0045_Cf_U_PE_329_TS"	"TGL49_0046_Cf_U_PE_403_TS"	"TGL49_0047_Cf_U_PE_328_TS"	"TGL49_0048_Cf_U_PE_325_TS"	"TGL49_0049_Cf_U_PE_319_TS"	"TGL49_0050_Cf_U_PE_319_TS"	"TGL49_0051_Cf_n_PE_394_TS"	"TGL49_0051_Cf_n_PE_396_TS"	"TGL49_0051_Cf_U_PE_323_TS"	"TGL49_0052_Cf_n_PE_378_TS"	"TGL49_0052_Cf_n_PE_396_TS"	"TGL49_0052_Cf_U_PE_420_TS"	"TGL49_0053_Cf_U_PE_425_TS"	"TGL49_0054_Cf_U_PE_409_TS"	"TGL49_0055_Cf_U_PE_374_TS"	"TGL49_0056_Cf_U_PE_320_TS"	"TGL49_0057_Cf_U_PE_372_TS"	"TGL49_0058_Cf_n_PE_372_TS"	"TGL49_0058_Cf_n_PE_378_TS"	"TGL49_0058_Cf_U_PE_428_TS"	"TGL49_0059_Cf_U_PE_466_TS"	"TGL49_0060_Cf_n_PE_403_TS"	"TGL49_0061_Cf_U_PE_397_TS"	"TGL49_0062_Cf_n_PE_351_TS"	"TGL49_0062_Cf_n_PE_367_TS"	"TGL49_0062_Cf_U_PE_373_TS"	"TGL49_0063_Cf_U_PE_381_TS"	"TGL49_0064_Cf_n_PE_438_TS"	"TGL49_0064_Cf_U_PE_411_TS"	"TGL49_0065_Cf_n_PE_403_TS"	"TGL49_0065_Cf_U_PE_387_TS"	"TGL49_0066_Cf_U_PE_364_TS"	"TGL49_0067_Cf_U_PE_400_TS"	"TGL49_0068_Cf_U_PE_468_TS"	"TGL49_0102_Cf_U_PE_378_TS"	"TGL49_0103_Cf_U_PE_365_TS"	"TGL49_0105_Cf_U_PE_393_TS"	"TGL49_0106_Cf_U_PE_370_TS"	"TGL49_0109_Cf_U_PE_373_TS"	"TGL49_0119_Cf_U_PE_390_TS"	"TGL49_0121_Cf_U_PE_373_TS"	"TGL49_0123_Cf_U_PE_382_TS"	"TGL49_0131_Cf_U_PE_392_TS"	"TGL49_0134_Cf_U_PE_414_TS"	"TGL49_0209_Cf_U_PE_378_TS"	"TGL49_0210_Cf_n_PE_376_TS"	"TGL49_0210_Cf_U_PE_403_TS"	"TGL49_0211_Cf_n_PE_374_TS"	"TGL49_0211_Cf_U_PE_384_TS"	"TGL49_0212_Cf_U_PE_367_TS"	"TGL49_0213_Cf_n_PE_379_TS"	"TGL49_0213_Cf_n_PE_401_TS"	"TGL49_0213_Cf_U_PE_372_TS"	"TGL49_0214_Cf_n_PE_382_TS"	"TGL49_0215_Cf_n_PE_395_TS"	"TGL49_0216_Cf_n_PE_403_TS"	"TGL49_0217_Cf_n_PE_412_TS"	"TGL49_0218_Cf_n_PE_417_TS"	"TGL49_0219_Cf_n_PE_395_TS"	"TGL49_0220_Cf_n_PE_392_TS"	"TGL49_0221_Cf_n_PE_395_TS"	"TGL49_0222_Cf_n_PE_378_TS"	"TGL49_0223_Cf_n_PE_392_TS"
"chr1"	"RPL22"	"RPL22"	6197668	6197788	0.09515723304034	-0.0408062163878857	0.402098443571346	0.0954195650786825	0	-0.508286909982327	0.197121639151082	0.139837712468118	0.0624886867955947	0.183408230805935	0.1947006874674	0.233363539157451	0.114965714120521	-0.140291341121554	-0.13224779829844	-0.00826761598360044	-0.473123860364568	0.0280143761695965	0.0363418470637204	0.044776888467618	-0.262403167564748	0.103212502660264	0.130649852708873	0.199187923809168	0	0	0.0541751401510388	0.0764520604378733	0.186668265276889	0.102281050289732	-0.00560270622937602	0.233707734564282	-0.0253110885291875	0.329876848002853	-0.508019180679592	-0.446886365318184	0.0271702011654702	-0.274439169106043	0.183292601647508	0.117356950638159	0.00554883392062747	0.150124758708181	0.0564532683291801	-0.0350727669136262	-0.0178480013329246	-0.252901299797593	-0.327164743253509	-0.365581969916813	-0.387023123109247	-0.0637255976103871	0.295455883526171	0.201175935426752	0.182668131972503	0.0858845728062185	0.0552421102865661	-0.102604485234351	0.00946032924906623	-0.371598238013946	-0.0178332930873185	-0.0610945972468396	-0.243014031952534	-0.00980317503035872	0.0367251295356701	-0.0698214494975714	0	0.0985970300299122	-0.0214531096663177	-0.150866665626628	-0.161319982750913	-0.0916304754655682	0.396450038153674	0.0810146883730595	0.0614940288722361	0.0441901327846406	0.218697937778706	0.165337731946661	0.16868183459168	0.0735477818247787	-0.117295358858915	-0.0689473537174914	-0.0719697863743307	0.114273064907923	-0.373095736205535	0	0	-0.314030764667241	0.0971955350963978	-0.0159415438690215	0.118890606195717	0.0641303374197156	0.0413966218311683	-0.211703413758081	-0.26230779033574	-0.408084738637077	0.0181473467102595	0.0051068904330887	0.0695045102979535	0.473759938401546	0.143326465047908
"chr1"	"PRDM2"	"PRDM2"	13782198	13782318	0.148346069836961	0.553324599606866	0.323294930651268	0.0265330704462602	0	-0.433071422109105	0.132755208851772	0.0877759600884409	0.138764069955852	0.111807542956017	0.0807610119638365	0.119974782476589	0.171982425705891	-0.243870401297569	-0.205875984038465	-0.0539388071108037	-0.632268215499513	0.0677962405661408	0.160773303072782	0.15802688107282	-0.241212086077608	0.0691397002334605	0	0.263531116129934	0.112894056405933	0.0583222115095982	0.00272463733653581	0.17256778481714	0.102569733640548	0.199081773044578	0.0285691521967709	0.0619024389259069	-0.0758883082958874	0.129917029278128	-0.466713534051167	-0.494866523056547	-0.00226305150856893	-0.199308808223407	0.0927272841294438	0.15475855384803	0.0578440745722845	0.112209503586025	0.00511594522232037	-0.109329756849812	0.0633259353688293	-0.247092861964772	-0.368520789191134	-0.647448676440283	-0.57128756382408	-0.154801726797723	0.170277264913941	0.0579152590120723	0.211106613789933	0.156485414646978	0.0121918616344893	-0.277748646318813	-0.119695066390948	-0.3536369546147	-0.169301133306801	-0.0333437695830744	-0.155991195613938	-0.0187061945296998	-0.166420761096934	-0.078763146299954	-0.0204931718640797	0.0518389315196181	0.185165279979849	-0.263516187451525	-0.164119379761107	-0.278641185898595	0.27880172169211	0.097339298640948	0.0017626086992597	0.0712167985426393	0.0301619705102524	0.247634312540048	0.0446329959283988	0.27014713202836	-0.0389590291197029	-0.0619868868957008	-0.29430384717901	0.135049960163853	-0.366127898797897	0.00434547027596418	-0.127235188296108	-0.231325546106456	-0.0492435190198491	-0.22125330162398	-0.0273690193970866	-0.0309318595518909	0.00195885303805671	-0.196169100692839	-0.303942349414	-0.423211430724544	0.010631551729887	0.0706767459700233	-0.0114047632722494	0.0641303374197156	0
"chr1"	"ARID1A"	"ARID1A"	26731389	26731509	0.153906016147529	1.04205872749829	0	0.437501392693661	0.0965420283609799	0.00366321409058468	0.0568810219318899	0.270132550734961	0.260418457626783	0.395467861812843	0.0742882287462729	0.137341795703032	0.0494881828191157	0.0775134509885158	0.0290929115203267	0.0738230444694705	-0.746338581751737	0.165816169184443	0.283224565556878	0.180338440432511	0.130328184248602	-0.666779448451172	0.206773051439486	0	-0.160059648316108	0	0.106668061296483	-0.0995356735509144	0.163036321788421	0.322567729143413	0.279007562101548	0.164417263818746	0.0421939264874472	0.0981299738560391	-0.0678634532323703	-0.0124156965998582	-0.138960055969451	0.339137384919585	0.0529115310384427	0.112001517563768	0.25268901225593	0.358569036715767	0.148522524710088	0.028522082979596	0.319416875731312	0.320718287654296	0.184000186654035	-0.315185687884901	0.0416426460025443	0.290923803007263	0.0294867645003807	0.177887252827273	0.0171581214603578	0.063136202048905	0.0554443268822594	0.0164881227885691	0.0313790014735493	0.0979406539955345	0.180662813144967	0.448348431401916	0.305116370899458	0.0577680282612191	0.0397461787927565	0.0881415968690176	-0.052948879948959	0.392738832170069	0.180572245641821	0.202865797865118	0.0862142950530804	-0.0271271780228645	0.163812395734683	0.473649659393888	0.289506617194985	0.240027841242274	0.105984666358326	-0.0196288067489325	0.0892673380970873	0.197256983413508	-0.0882006040078586	0.145897730795863	0.35125593377933	0.719841416374997	0.113924262435875	0.363030195810515	0.399492354654214	-0.0820433443151126	0.552318144140511	0.135150441219954	0.44925560863665	0.265228619246706	0.55048839551634	0.0579700686373299	0.0683371297631536	0.310211791697928	0.451828300896651	0.482964404786639	0.473069620650259	0.0856167820849666	0.695778006057878
"chr1"	"ARID1A"	"ARID1A.1"	26780256	26780376	0.0427496474593371	0.370663761431045	0.0280143761695965	0.0247775730343967	0	-0.455882551556226	0.0394301448285378	0.0198995574377048	0.211208682843772	0.219723234560464	0.101538026462062	0.0556841325776784	0.0705614974770058	-0.288217057296039	-0.0688091579186513	0.108032850227455	-0.639252656222109	0.131244533278253	0.246914740470517	0.37146521890335	-0.0355361572267626	0.0870567342692232	-0.036173612553485	0.358942937207918	0.123902557937085	-0.0269670476002693	-0.063963058731965	-0.00651330695867433	0.224903640492498	0.228510530499402	0.0959244199985356	0.152415233153863	-0.0841353352602191	0.0679040645018035	-0.4353499547011	-0.500428990509489	-0.117836490293858	-0.123539034410163	0.208241932993414	0.252980741169871	0.180572245641821	0.204245074626189	0	-0.165490030101971	0	-0.159023521122822	-0.237863830098888	-0.736965594166206	-0.538933969676751	0.0288869614371548	0.189661219503575	0.247927513443586	0.277984747299765	0.127849955145328	0.0193653248669312	-0.114215568856025	-0.253384235800075	-0.273018494406416	-0.131577258150781	0	-0.0614005446641433	0.101222050178801	-0.0289337782448267	-0.0719249268026232	-0.188035155225595	0.255689032201927	0.150304805973024	-0.0877045999506771	-0.028170672691161	-0.203968464969276	0.0923640181486596	0.13310878169258	0.0839623111443283	-0.0264722113611911	-0.0410626566218861	0.176426567384268	0	0.0444919192460203	-0.12851474052268	0	0.0110551885089957	0.21280637250725	-0.407805930047768	0	-0.147806595457592	-0.105133548807845	-0.0293078323347842	-0.364120530948108	-0.0266187448071439	-0.0658879356564571	0.0376250722999171	-0.290481411178617	-0.284505936136618	-0.421463768438277	0.0170399032984643	0.0753818118421375	-0.121704492912011	0.0842689168976039	-0.0113375439342808
"chr1"	"WDTC1"	"WDTC1"	27294560	27294680	0.00454392514494808	-0.220806170444497	0.0800735916978709	0.0810210091215492	-0.042064059566544	-0.362570079384708	0.0652352159273952	0.0403981006254291	0.256277039658485	0.231968207753427	0.186413124230881	0.0488122493529436	0.0713644513086423	-0.3184475261524	0.0154963363231681	0.0984037040609945	-0.241008099503795	0.0993897182631285	0.171696577015547	0.230222535758872	-0.0812576917236313	-0.00882385038700615	-0.0196585257704683	0.202492863898743	0.0121066028566535	0	0.0179590913383096	0	0.0615012317591969	0.138000234046075	0.0124050208907806	0.0872668362176502	-0.0172779914318355	0.0555513525309325	-0.276891206509193	-0.427722758909959	-0.0696341878370524	-0.0912247600465385	0.184232838126196	0.162165577984204	0.0938865091993301	0.231601897997137	0	-0.0231763223660943	0.0939518540743334	-0.0901978089715781	-0.194931803799005	-0.289866885655064	-0.394193245485999	-0.00518023910568019	0.167599948496069	0.176877762084079	0.210259866185249	0	-0.0646627168644406	-0.117253779397661	-0.0360692547075218	-0.153623189113212	-0.179618397646156	0.0546770926203141	-0.0474028692307917	0.128384879139012	-0.122241253444394	-0.0687989969853036	-0.0891705096772456	0.132339765853828	0.0415524894445059	-0.0624640869466535	-0.0688768045577967	-0.187860015377019	0.164494037628247	0.0106946007962366	0.0187230535053608	-0.00387300914720639	-0.0979580954375793	0.174538222820314	-0.0546352565768458	0.0469634789705868	0.0064840335701987	0	0	0.238278306748223	-0.329232895510596	-0.00753367268540755	-0.175694740254043	-0.0788015677075981	0.0126924136031572	-0.203264108962392	-0.0569270680848354	0.0141441823202698	0.0674279275202907	-0.0213736507925669	-0.182591413278473	-0.382355395618656	0.0373534144823696	0.0714793884199389	-0.0306424625196526	0.0970244543948647	0.0563184326548038
"chr1"	"PHACTR4"	"PHACTR4"	28459164	28459284	-0.0060575108203684	0.110265790774594	0.101283335837182	0.0297473433940519	-0.0578118767086774	-0.240613111125999	0.0086996949503854	-0.0697089718114044	0.0335265677815613	0.0529991910173286	0.0106003051537466	-0.086952544113301	-0.121306296222134	-0.263034405833794	-0.174463209150779	-0.15241000221686	-0.0176401591357305	-0.0772888869090825	-0.138268068039629	-0.104782616623699	-0.195445522123351	-0.186683519703679	-0.00912523624760211	-0.11839470080223	-0.118069936093864	-0.105390559081469	-0.189428365258853	-0.0894783201157273	0.00215810816740867	-0.183174040830101	-0.0865210903625858	-0.00591269286989159	-0.115296167656143	-0.196279581017317	-0.347561044776624	-0.258695470109457	0.00213891075633493	-0.233559512240177	-0.0103716840724385	-0.0104316798739696	-0.0260735116098933	-0.0104467874351158	-0.0234589728239889	-0.0598898690906243	-0.0598714559773986	-0.279154071197071	-0.215492474101837	-0.120924782259606	-0.259837043345334	-0.159427301048961	-0.0162650543627842	-0.0405218149882274	0.00426833163680364	-0.121091816917362	-0.101283335837182	-0.135463417295119	-0.0128240403575836	-0.0576268175820554	-0.16376800065226	-0.0143552929770701	-0.0644266496873965	-0.0744782159592764	-0.148784586720598	-0.0549415363941109	-0.0314496386250527	0.0382827116234235	0.12732416390691	-0.2935134103718	-0.122801089328287	-0.211054877402167	0.14603179513132	0.00364317123118676	0.096330079004562	0.138138512774662	0.0124050208907806	0.0269670476002694	0.0528795596029489	0.0815298854965985	0.0428554789617971	0.0933714981411147	0.0348213615091098	0.0317088597273381	-0.10366992867406	0.104810615591589	-0.043611231220615	-0.370873383115918	-0.0184726600714787	-0.10776519807348	-0.00920676411662719	-0.0464064730005526	0.00197764944044243	0.08387255725502	-0.0354986812213863	-0.187423591819652	0.0447534009045486	0.0763903369030533	-0.0239186269062194	-0.0368367681803714	-0.0409884114508388
"chr1"	"MUTYH"	"MUTYH"	45330235	45330355	0.317246088875218	0.145050332803283	0.210359865841551	0.00485266196129656	0.390653340651885	0.330536444407263	0.064298493494373	0.287405330001312	0	0.145812545325505	-0.118026149250631	0.18953246607506	0.0453715077613065	0.0470851360697412	0.115906961857563	-0.0176764846956719	-0.169051963569444	0.122255750050998	0.187100891526766	-0.074618041346585	0.15291016360438	-0.600337726608072	0.249343041353029	-0.287756835245025	-0.235251249320256	0.0590084117319232	-0.020634845803999	0	-0.132498505578745	-0.224458826618189	-0.00751405365730663	-0.112235535849776	0.39150446169869	0	0.276082124336973	0.282645123043262	-0.0492169913319799	-0.0830909224773182	0.123420135488052	-0.20237452775949	-0.0558197261562269	0.00971515483321185	0.156119201917282	0.145059062891183	0.0612940530574598	0.244526869640591	0.302624464520682	0.135368531932325	-0.184570413306361	0.0159768525497681	0.0397001238202576	-0.0458036896131248	-0.204884539479935	0.0262967437082275	0.0945411355046188	0.229420125228583	0.213331788957512	0.388439787065859	0.0115776415969147	-0.0979632537321608	0.0724435987074926	-0.365284464081744	-0.0450208832681361	0.0348494007576028	0.423586419690575	0.0952065028878899	0.0230836131130412	-0.0602301366163825	-0.36207113591064	-0.245485046590284	0.202884262447234	0.277409428108718	0.434751352657261	0.36362847209661	0.11720121090239	-0.0935486478233685	0.250970751011779	0.348319593778763	0.162961053692548	0	0.138887593654792	0.244977911797823	0.325040706754698	0.0951855236746301	-0.0717801753418449	-0.421329245146568	0.0063045768542089	0.0668819638278875	-0.00532164026819464	0.11062180485239	0.219865256178066	0.0699973444517119	-0.0389462802405167	0.49873561694412	0.187941911459667	0.0946007824001281	0.178739475917178	-0.182799609402781	0.134948863199338
"chr1"	"MUTYH"	"MUTYH.1"	45339108	45339227	-0.00146243807848607	-0.292309328209307	-0.141910625272716	0.141407978205851	0.0520258911865152	0.0900716937530977	0.0212164859096959	0.0841526408515295	-0.233612596968652	0.0449074285812904	-0.413922157096591	0.0563074409019542	-0.217591435072627	-0.0875593845662579	-0.0239788629344399	-0.0782375743302475	-0.0891258904729837	0	0	-0.0501857571682168	-0.0157204581217667	-0.702915976090116	-0.0610109955755368	-0.265536913036964	-0.242734844223263	0	-0.1807193168526	-0.00383695715765639	-0.157009113557027	-0.157692479107971	-0.138675561798057	0.0396562003517904	-0.0378147364625959	-0.109347396188361	-0.0639526327892158	0.0437213774293178	-0.142365320947119	-0.0675068193582766	-0.0970674179601649	-0.194128569117727	-0.0879859548718252	-0.15163121690197	0.0898551504798625	0.00279321489168051	0.0790244810332714	0.0257630960650818	-0.0224423754072995	-0.2668867313294	-0.0255350921071377	-0.12580819011756	-0.0515844975649327	0.0407798501423349	-0.0703056473112934	0.0403238949710019	-0.110558375147699	-0.150499502854662	-0.282663212582726	0.0490945495281698	-0.142461559063598	0.265789792633641	0.0611115143033873	-0.0239705624960812	-0.156725503687453	-0.216633152047763	-0.0988957555803922	-0.0944396903694515	-0.221079089392416	-0.0263754154242974	-0.103339749692685	-0.117767744699597	-0.0392799876618113	0.146188220619298	-0.0996339129735726	-0.00925231323819637	-0.15200309344505	-0.0409131932660531	0.0598832916785713	0	-0.161638390257352	-0.0951572330403401	0.194139324622726	0.0614005446641433	-0.00918917145466045	0.0353743301018854	0.0225944882483491	-0.42563944440947	0.115262546630032	-0.00718117481157619	-0.043457955683776	0.322543185513132	-0.0964880828464514	-0.249577250662678	-0.214656772556843	0.252172083529791	-0.0734146814394243	-0.0694648196630999	-0.0116012862787634	-0.256934206297376	0.198869698483024
"chr1"	"PATJ"	"PATJ"	61787851	61787971	0.14540133326954	-0.0329146224727352	0.104023064543228	0.13403133184313	0	-0.416853352307604	0.155160918892418	0.101999713502395	0.110853487287953	0.318132081772601	0.182916820980515	0.0365258760251139	0.0501627947380948	-0.233199176293031	-0.0835233555622835	0.131333756509728	-0.117569596381176	0.0740980575453571	0.182960814135923	0.167652682432798	-0.217845632067538	0.269637140658041	0	0.306725688243692	0.118096331677953	0.0865876849960907	0.0728925206820186	0.0815027847434978	0.0860281672226232	0.159053095878742	-0.0519520796347216	0.100556328026374	-0.010341944221459	0.0791438847197366	-0.404672693420271	-0.464886048729405	0.0285256981812892	-0.166510337029548	0.0722013796777322	0.134496864014485	-0.0324214776923775	0.306427001347174	0.00257854410177621	-0.0570094790753634	0	-0.179517643956783	-0.234975550774061	-0.290515142255901	-0.462825398233109	-0.072391190490285	0.17202346732631	0.125530882083859	0.167213862786802	0.043253197953884	-0.0628772029720662	-0.133816303511929	0.0118545863457785	-0.236067358233524	-0.262529172054899	0	-0.0775531442851687	0.0337639812157274	-0.0847641725029315	0	0	0.0954660092418675	0.0593111959414161	-0.166539186602931	-0.134683617245024	-0.201633861169651	0.207920124017082	0.14021450802568	0	0.0850421231233666	0.0665977487290236	0.232290882402686	0.074878667314395	0.273273590338632	-0.0241967104306467	0.0192362188629173	0	0.256053940900571	-0.363322462734688	0	-0.118008706121558	-0.208635124729302	-0.0254657467712166	-0.133355859060198	-0.0481611911430385	-0.0116818050476353	-0.0229500796956107	0	-0.169533018002626	-0.447196167053218	0.0740005814437768	0.0243156605518712	-0.0562160095665481	0.218685280005288	0.00206246645689232
"chr1"	"JAK1"	"JAK1"	64860093	64860213	0.0494429865638816	-0.720755366984947	0.104336659814736	0.155081664985913	-0.0329773224462728	-0.300953965793621	-0.0153316537559907	-0.0169067759948854	0.164841398774289	0.314650929188436	0.134355987738724	-0.0403174551874881	-0.00925796786109638	-0.356328191980385	-0.100977647724821	0.0941904797818127	-0.209671180235069	0.129345375443426	0.183242667581294	0.185516419101415	-0.0524674198941355	0.0523616155568149	-0.00436519256140188	0.283306800860055	0.0409302640548821	0.140797638737169	-0.0553073716790971	0.0726206721650806	0.210936718140782	0.153929071663046	0.0485801804450616	0.180977269518959	-0.00885997692022835	0	-0.355716408343646	-0.409013711651074	-0.0742633434954802	-0.195787064754278	0.116207141564466	0.191396531745137	0.0652040109387123	0.223803370144155	0	-0.00294127531212255	-0.0219009145572123	-0.156032970481203	-0.26038968457823	-0.404983834614921	-0.552747875855987	-0.0587794116531452	0.0163018123291006	0.216471878158288	0.150025444004607	0.127874822552158	0	-0.145716830597619	-0.174233040828516	-0.183190384914352	-0.188512462567483	0.188249659655393	0	0.0800115140431878	-0.182746616876158	-0.204199304570478	-0.296981737757131	0.130396637255675	-0.0502898980618318	-0.0977368016957971	-0.292607521217141	-0.29779982399447	0.143452790081121	-0.00645502213729935	0	-0.0183008167429437	0.00312610098671951	0.163732386027157	0.159702618275947	0.138500548696934	-0.0459158350553584	-0.0255854101944729	0	0.34251055947585	-0.334026237405232	0.0451663160481349	-0.184143954861205	-0.027480736422107	0.0312509339844399	-0.183029989065674	-0.0214371706622916	-0.00710105637514406	-0.0210616155278296	-0.0446229914206275	-0.123631349168377	-0.252484486492884	0.00469169532472198	0.0470120662854054	-0.0775685534957033	0.179123938288777	0
